transaction_id,customer_id,product_id,quantity,transaction_date,discount_applied,revenue
14037,554,43,1,2024-12-15 09:40:43,0.2,368.40000000000003
14931,798,29,3,2024-12-15 11:40:43,0.0,1021.29
12347,887,4,1,2024-12-15 16:40:43,0.0,365.24
12817,846,31,4,2024-12-15 23:40:43,0.0,1990.16
12664,411,24,5,2024-12-16 10:40:43,0.0,1173.55
11639,614,8,1,2024-12-16 13:40:43,0.0,348.15
10868,685,9,1,2024-12-16 14:40:43,0.2,372.8
13228,498,23,1,2024-12-16 18:40:43,0.0,98.35
13525,553,50,4,2024-12-16 18:40:43,0.0,735.88
12108,233,18,4,2024-12-17 01:40:43,0.3,1348.2839999999999
14977,82,3,5,2024-12-17 01:40:43,0.1,788.85
10321,924,13,2,2024-12-17 03:40:43,0.0,427.32
10418,309,1,2,2024-12-17 11:40:43,0.0,813.66
12147,523,29,4,2024-12-17 13:40:43,0.0,1361.72
11686,228,36,5,2024-12-17 16:40:43,0.0,1609.5
13190,466,28,2,2024-12-17 21:40:43,0.0,899.72
14005,120,23,1,2024-12-17 23:40:43,0.0,98.35
14638,336,29,1,2024-12-18 00:40:43,0.0,340.43
14828,486,24,5,2024-12-18 01:40:43,0.0,1173.55
13781,611,6,2,2024-12-18 04:40:43,0.0,79.42
10417,414,20,4,2024-12-18 13:40:43,0.0,1860.16
10776,239,22,4,2024-12-19 00:40:43,0.2,889.472
13920,79,15,1,2024-12-19 00:40:43,0.1,344.637
10289,883,31,5,2024-12-19 01:40:43,0.0,2487.7000000000003
10996,62,49,5,2024-12-19 03:40:43,0.0,1843.7
11824,573,36,2,2024-12-19 04:40:43,0.1,579.42
14381,544,24,1,2024-12-19 05:40:43,0.0,234.71
13266,912,6,4,2024-12-19 06:40:43,0.3,111.188
11119,768,9,3,2024-12-19 14:40:43,0.0,1398.0
14558,521,39,3,2024-12-19 18:40:43,0.0,1430.94
14876,322,31,3,2024-12-19 20:40:43,0.2,1194.0960000000002
14116,442,4,3,2024-12-20 01:40:43,0.0,1095.72
12945,631,31,3,2024-12-20 07:40:43,0.0,1492.6200000000001
14206,734,34,3,2024-12-20 07:40:43,0.0,998.9100000000001
11478,720,14,1,2024-12-20 09:40:43,0.0,157.94
14884,42,43,1,2024-12-20 11:40:43,0.1,414.45
10671,807,42,4,2024-12-20 14:40:43,0.0,939.56
10358,338,37,4,2024-12-20 16:40:43,0.1,914.904
11462,845,10,4,2024-12-20 20:40:43,0.1,913.248
10120,844,28,1,2024-12-21 01:40:43,0.0,449.86
12191,283,1,3,2024-12-21 12:40:43,0.3,854.343
12002,858,33,3,2024-12-21 14:40:43,0.3,424.22099999999995
12814,811,4,5,2024-12-21 15:40:43,0.1,1643.5800000000002
10237,452,28,5,2024-12-21 17:40:43,0.0,2249.3
14170,79,31,4,2024-12-21 18:40:43,0.1,1791.144
11123,515,42,5,2024-12-22 00:40:43,0.2,939.56
10908,671,28,3,2024-12-22 10:40:43,0.0,1349.58
10319,517,47,1,2024-12-22 11:40:43,0.0,16.95
11895,611,20,1,2024-12-22 13:40:43,0.0,465.04
14773,405,29,3,2024-12-22 15:40:43,0.0,1021.29
14039,724,36,1,2024-12-22 18:40:43,0.0,321.9
14021,818,2,1,2024-12-22 19:40:43,0.0,474.22
12006,194,5,4,2024-12-22 21:40:43,0.0,1096.08
14527,421,50,2,2024-12-23 00:40:43,0.0,367.94
12737,467,6,1,2024-12-23 07:40:43,0.0,39.71
13719,426,46,4,2024-12-23 12:40:43,0.2,52.416
12819,658,47,1,2024-12-23 14:40:43,0.2,13.56
14979,584,28,2,2024-12-23 18:40:43,0.0,899.72
13570,271,10,4,2024-12-23 21:40:43,0.0,1014.72
11999,190,18,5,2024-12-24 07:40:43,0.3,1685.3549999999996
14823,824,29,5,2024-12-24 07:40:43,0.0,1702.15
14292,392,12,2,2024-12-24 08:40:43,0.2,50.944
11233,742,44,1,2024-12-24 09:40:43,0.3,67.403
10466,164,50,4,2024-12-24 09:40:43,0.0,735.88
11779,726,11,5,2024-12-24 15:40:43,0.0,614.0999999999999
11994,808,24,5,2024-12-24 16:40:43,0.0,1173.55
14645,167,30,2,2024-12-24 16:40:43,0.1,138.834
11153,191,15,2,2024-12-24 17:40:43,0.0,765.86
10717,620,19,3,2024-12-24 20:40:43,0.0,942.75
10513,39,18,3,2024-12-25 00:40:43,0.2,1155.672
12211,804,42,1,2024-12-25 00:40:43,0.0,234.89
11214,59,6,2,2024-12-25 00:40:43,0.0,79.42
12374,971,30,1,2024-12-25 05:40:43,0.0,77.13
12602,29,1,4,2024-12-25 07:40:43,0.0,1627.32
14195,238,37,5,2024-12-25 09:40:43,0.0,1270.6999999999998
13868,125,37,1,2024-12-25 11:40:43,0.0,254.14
10234,544,38,4,2024-12-25 12:40:43,0.1,753.3720000000001
11583,714,20,2,2024-12-25 13:40:43,0.0,930.08
14035,913,7,4,2024-12-25 14:40:43,0.0,1392.4
11519,938,31,2,2024-12-25 20:40:43,0.0,995.08
13854,108,16,3,2024-12-26 22:40:43,0.2,440.616
13460,921,19,3,2024-12-27 03:40:43,0.0,942.75
14928,780,4,4,2024-12-27 05:40:43,0.0,1460.96
13372,791,25,1,2024-12-27 10:40:43,0.0,284.83
10541,503,20,2,2024-12-27 12:40:43,0.1,837.072
10774,93,6,3,2024-12-27 14:40:43,0.0,119.13
13778,697,41,2,2024-12-27 16:40:43,0.0,234.74
12639,200,10,1,2024-12-27 19:40:43,0.0,253.68
10135,112,41,1,2024-12-28 03:40:43,0.0,117.37
11173,155,35,1,2024-12-28 04:40:43,0.0,63.36
12662,666,2,1,2024-12-28 05:40:43,0.2,379.37600000000003
13593,546,40,2,2024-12-28 07:40:43,0.0,532.08
10640,803,9,4,2024-12-28 16:40:43,0.3,1304.8
10247,801,39,1,2024-12-28 23:40:43,0.0,476.98
11927,6,1,5,2024-12-29 01:40:43,0.3,1423.9049999999997
13021,369,15,5,2024-12-29 01:40:43,0.2,1531.7200000000003
11890,405,17,5,2024-12-29 03:40:43,0.0,2375.2000000000003
10186,563,49,5,2024-12-29 03:40:43,0.1,1659.3300000000002
13850,391,43,3,2024-12-29 10:40:43,0.0,1381.5
14305,636,16,3,2024-12-29 18:40:43,0.0,550.77
13735,618,22,2,2024-12-30 04:40:43,0.0,555.92
14188,612,28,2,2024-12-30 14:40:43,0.0,899.72
13724,182,18,1,2024-12-30 15:40:43,0.0,481.53
11603,265,48,5,2024-12-30 16:40:43,0.0,2082.0
11056,699,7,5,2024-12-30 17:40:43,0.0,1740.5
12904,135,2,2,2024-12-30 20:40:43,0.1,853.5960000000001
13930,515,35,4,2024-12-30 22:40:43,0.2,202.752
11146,920,29,4,2024-12-31 02:40:43,0.1,1225.548
13846,273,41,2,2024-12-31 09:40:43,0.2,187.79200000000003
14564,284,37,2,2024-12-31 09:40:43,0.1,457.452
14753,507,46,3,2024-12-31 12:40:43,0.2,39.312000000000005
13307,756,49,4,2024-12-31 18:40:43,0.2,1179.968
12119,727,1,1,2024-12-31 18:40:43,0.2,325.464
11959,491,15,3,2024-12-31 19:40:43,0.2,919.032
12114,175,9,5,2025-01-01 00:40:43,0.1,2097.0
12267,34,46,3,2025-01-01 09:40:43,0.0,49.14
10412,403,37,3,2025-01-01 14:40:43,0.1,686.178
14303,762,27,5,2025-01-01 23:40:43,0.0,1229.25
10686,426,22,1,2025-01-02 00:40:43,0.2,222.368
11820,180,27,3,2025-01-02 04:40:43,0.0,737.55
10655,890,10,2,2025-01-02 07:40:43,0.2,405.88800000000003
11092,253,15,5,2025-01-02 08:40:43,0.0,1914.65
13552,253,4,5,2025-01-02 18:40:43,0.0,1826.2
13192,883,15,4,2025-01-03 01:40:43,0.1,1378.548
10211,73,38,5,2025-01-03 02:40:43,0.2,837.0800000000002
10863,335,48,3,2025-01-03 02:40:43,0.1,1124.28
12173,262,1,4,2025-01-03 09:40:43,0.0,1627.32
11108,166,48,5,2025-01-03 10:40:43,0.0,2082.0
10837,659,11,4,2025-01-03 15:40:43,0.0,491.28
13696,439,48,3,2025-01-03 15:40:43,0.0,1249.1999999999998
13933,287,28,5,2025-01-03 16:40:43,0.0,2249.3
10732,650,5,4,2025-01-04 00:40:43,0.1,986.472
11918,822,15,1,2025-01-04 01:40:43,0.0,382.93
14425,194,25,5,2025-01-04 01:40:43,0.2,1139.32
11935,26,50,1,2025-01-04 03:40:43,0.0,183.97
14214,774,15,3,2025-01-04 09:40:43,0.0,1148.79
13517,283,46,1,2025-01-04 10:40:43,0.2,13.104
11588,384,8,4,2025-01-04 13:40:43,0.3,974.8199999999998
10077,989,17,2,2025-01-04 14:40:43,0.0,950.08
14925,938,16,1,2025-01-04 15:40:43,0.2,146.872
12502,452,9,2,2025-01-05 01:40:43,0.0,932.0
12796,502,21,4,2025-01-05 02:40:43,0.0,1531.28
14338,246,31,3,2025-01-05 05:40:43,0.1,1343.3580000000002
10793,305,10,5,2025-01-05 12:40:43,0.0,1268.4
11336,862,41,3,2025-01-06 03:40:43,0.0,352.11
14304,651,10,1,2025-01-06 04:40:43,0.1,228.312
11060,925,40,5,2025-01-06 22:40:43,0.0,1330.2
11269,88,29,2,2025-01-06 23:40:43,0.0,680.86
13490,184,12,2,2025-01-07 01:40:43,0.0,63.68
10990,791,22,2,2025-01-07 06:40:43,0.2,444.736
14445,720,24,1,2025-01-07 15:40:43,0.0,234.71
13946,583,44,5,2025-01-07 19:40:43,0.0,481.45000000000005
11437,912,32,3,2025-01-07 20:40:43,0.0,805.02
13231,331,37,3,2025-01-07 23:40:43,0.0,762.42
11698,897,47,1,2025-01-08 10:40:43,0.0,16.95
12447,923,32,4,2025-01-08 13:40:43,0.3,751.3519999999999
14579,42,42,5,2025-01-08 15:40:43,0.0,1174.4499999999998
14739,206,36,2,2025-01-08 16:40:43,0.0,643.8
12505,755,5,1,2025-01-08 16:40:43,0.0,274.02
13278,42,41,5,2025-01-08 16:40:43,0.0,586.85
10296,375,47,2,2025-01-09 00:40:43,0.2,27.12
11504,345,48,4,2025-01-09 03:40:43,0.0,1665.6
12298,587,49,2,2025-01-09 03:40:43,0.0,737.48
10971,40,25,3,2025-01-09 15:40:43,0.0,854.49
10270,240,35,1,2025-01-09 16:40:43,0.1,57.024
13364,508,32,1,2025-01-09 18:40:43,0.0,268.34
10600,662,25,3,2025-01-10 06:40:43,0.0,854.49
14468,255,8,4,2025-01-10 11:40:43,0.0,1392.6
13453,173,41,3,2025-01-10 12:40:43,0.0,352.11
10673,97,49,4,2025-01-10 20:40:43,0.0,1474.96
11966,612,50,4,2025-01-10 21:40:43,0.1,662.292
12823,528,6,3,2025-01-11 00:40:43,0.1,107.217
12054,6,9,2,2025-01-11 04:40:43,0.0,932.0
14583,545,24,2,2025-01-11 09:40:43,0.1,422.478
13881,58,6,1,2025-01-11 15:40:43,0.0,39.71
13463,914,25,1,2025-01-11 18:40:43,0.1,256.347
13592,1,23,2,2025-01-11 19:40:43,0.2,157.36
10780,245,12,4,2025-01-11 22:40:43,0.2,101.888
12562,607,18,3,2025-01-12 00:40:43,0.3,1011.2129999999999
10246,826,29,5,2025-01-12 02:40:43,0.0,1702.15
12042,173,32,4,2025-01-12 11:40:43,0.0,1073.36
10610,573,34,5,2025-01-12 11:40:43,0.0,1664.8500000000001
10111,317,36,2,2025-01-12 15:40:43,0.0,643.8
11496,177,11,2,2025-01-12 17:40:43,0.0,245.64
11863,606,22,1,2025-01-12 23:40:43,0.0,277.96
11597,1,12,2,2025-01-13 02:40:43,0.0,63.68
12127,495,41,2,2025-01-13 10:40:43,0.1,211.26600000000002
12974,35,28,2,2025-01-13 17:40:43,0.0,899.72
11738,211,23,4,2025-01-13 21:40:43,0.0,393.4
11156,563,50,1,2025-01-14 00:40:43,0.1,165.573
11355,166,47,4,2025-01-14 05:40:43,0.1,61.019999999999996
14933,715,9,1,2025-01-14 05:40:43,0.0,466.0
10703,672,19,4,2025-01-14 07:40:43,0.0,1257.0
11768,246,17,1,2025-01-14 10:40:43,0.1,427.536
10492,924,48,1,2025-01-14 13:40:43,0.0,416.4
10860,185,3,2,2025-01-14 19:40:43,0.0,350.6
10933,704,6,4,2025-01-15 05:40:43,0.0,158.84
12230,180,48,4,2025-01-15 07:40:43,0.0,1665.6
14459,13,18,2,2025-01-15 14:40:43,0.2,770.448
10519,436,39,3,2025-01-15 16:40:43,0.1,1287.846
12998,496,19,2,2025-01-15 22:40:43,0.3,439.95
11911,163,1,5,2025-01-16 04:40:43,0.1,1830.735
13044,555,10,5,2025-01-16 07:40:43,0.0,1268.4
14104,912,17,2,2025-01-16 12:40:43,0.2,760.0640000000001
11759,852,39,3,2025-01-16 13:40:43,0.1,1287.846
10144,886,35,5,2025-01-16 22:40:43,0.0,316.8
10329,50,38,5,2025-01-17 00:40:43,0.0,1046.3500000000001
14344,375,28,3,2025-01-17 02:40:43,0.0,1349.58
10353,477,29,4,2025-01-17 03:40:43,0.2,1089.376
12790,188,28,5,2025-01-17 05:40:43,0.0,2249.3
14132,199,3,2,2025-01-17 11:40:43,0.0,350.6
13612,347,29,2,2025-01-17 14:40:43,0.0,680.86
11155,901,22,3,2025-01-17 18:40:43,0.0,833.8799999999999
14893,574,34,2,2025-01-17 20:40:43,0.0,665.94
14612,972,12,2,2025-01-18 02:40:43,0.0,63.68
14642,866,18,3,2025-01-18 05:40:43,0.0,1444.59
10807,765,49,1,2025-01-18 07:40:43,0.0,368.74
11451,979,21,4,2025-01-18 08:40:43,0.0,1531.28
11808,661,11,5,2025-01-18 10:40:43,0.0,614.0999999999999
13064,68,11,5,2025-01-18 14:40:43,0.3,429.8699999999999
13133,253,50,5,2025-01-18 15:40:43,0.0,919.85
11559,913,3,1,2025-01-18 18:40:43,0.1,157.77
11103,508,32,3,2025-01-18 23:40:43,0.0,805.02
14024,168,7,1,2025-01-19 00:40:43,0.0,348.1
10335,891,33,5,2025-01-19 01:40:43,0.0,1010.05
11259,519,28,5,2025-01-19 04:40:43,0.2,1799.4400000000003
12616,73,33,5,2025-01-19 07:40:43,0.2,808.04
12102,599,4,2,2025-01-19 07:40:43,0.0,730.48
12338,16,38,1,2025-01-19 11:40:43,0.0,209.27
12117,884,39,4,2025-01-19 12:40:43,0.0,1907.92
11632,853,5,1,2025-01-19 13:40:43,0.0,274.02
12891,161,43,3,2025-01-19 18:40:43,0.1,1243.3500000000001
10705,372,27,5,2025-01-19 22:40:43,0.2,983.4000000000001
10035,303,2,2,2025-01-20 02:40:43,0.0,948.44
11926,60,42,3,2025-01-20 02:40:43,0.2,563.736
11998,912,20,4,2025-01-20 05:40:43,0.2,1488.1280000000002
13609,550,38,4,2025-01-20 05:40:43,0.0,837.08
12165,784,42,1,2025-01-20 06:40:43,0.0,234.89
12013,171,13,4,2025-01-20 08:40:43,0.0,854.64
12767,320,33,1,2025-01-20 08:40:43,0.0,202.01
11657,104,7,4,2025-01-20 09:40:43,0.3,974.68
11201,726,8,5,2025-01-20 10:40:43,0.0,1740.75
10182,753,22,2,2025-01-20 11:40:43,0.0,555.92
10386,387,5,3,2025-01-20 20:40:43,0.0,822.06
14284,197,25,2,2025-01-20 21:40:43,0.0,569.66
12645,919,23,5,2025-01-20 22:40:43,0.1,442.575
14762,973,15,4,2025-01-21 00:40:43,0.0,1531.72
13669,278,48,4,2025-01-21 00:40:43,0.0,1665.6
14955,433,18,5,2025-01-21 01:40:43,0.0,2407.6499999999996
10778,560,26,2,2025-01-21 02:40:43,0.0,866.68
14255,778,7,5,2025-01-21 07:40:43,0.1,1566.45
10606,772,28,2,2025-01-21 17:40:43,0.0,899.72
11713,923,46,3,2025-01-21 21:40:43,0.0,49.14
14095,712,23,2,2025-01-21 22:40:43,0.0,196.7
14819,533,36,1,2025-01-22 03:40:43,0.1,289.71
11238,587,6,3,2025-01-22 08:40:43,0.0,119.13
14174,254,12,4,2025-01-22 12:40:43,0.0,127.36
10318,97,3,4,2025-01-22 14:40:43,0.0,701.2
10589,680,11,3,2025-01-22 18:40:43,0.0,368.46
14811,266,44,1,2025-01-22 22:40:43,0.0,96.29
12405,845,40,4,2025-01-23 01:40:43,0.3,744.912
14988,38,37,2,2025-01-23 06:40:43,0.0,508.28
11072,768,6,3,2025-01-24 01:40:43,0.1,107.217
14965,892,9,2,2025-01-24 03:40:43,0.1,838.8000000000001
10129,826,24,4,2025-01-24 05:40:43,0.0,938.84
13703,599,41,1,2025-01-24 18:40:43,0.2,93.89600000000002
12938,863,11,4,2025-01-24 23:40:43,0.0,491.28
10575,694,25,1,2025-01-25 05:40:43,0.0,284.83
10178,635,46,2,2025-01-25 07:40:43,0.0,32.76
10113,515,49,3,2025-01-25 07:40:43,0.1,995.5980000000001
12471,128,30,4,2025-01-25 15:40:43,0.0,308.52
12237,228,25,3,2025-01-25 21:40:43,0.0,854.49
13581,866,43,5,2025-01-26 00:40:43,0.0,2302.5
14597,773,31,3,2025-01-26 03:40:43,0.1,1343.3580000000002
12481,639,15,4,2025-01-26 05:40:43,0.0,1531.72
13037,134,17,2,2025-01-26 22:40:43,0.0,950.08
13397,871,31,2,2025-01-27 00:40:43,0.1,895.572
14937,641,42,5,2025-01-27 06:40:43,0.0,1174.4499999999998
12606,131,5,4,2025-01-27 11:40:43,0.3,767.2559999999999
11275,212,28,2,2025-01-27 19:40:43,0.1,809.748
13267,738,31,3,2025-01-27 22:40:43,0.3,1044.834
11393,181,45,4,2025-01-27 23:40:43,0.2,367.48800000000006
12722,523,22,2,2025-01-27 23:40:43,0.0,555.92
13543,3,32,3,2025-01-28 03:40:43,0.0,805.02
12754,622,21,4,2025-01-28 09:40:43,0.0,1531.28
13301,10,30,1,2025-01-28 11:40:43,0.1,69.417
14549,874,13,2,2025-01-28 19:40:43,0.1,384.588
11029,340,39,5,2025-01-29 05:40:43,0.0,2384.9
11084,458,39,5,2025-01-29 06:40:43,0.0,2384.9
13311,15,4,3,2025-01-29 06:40:43,0.0,1095.72
12184,900,46,3,2025-01-29 08:40:43,0.0,49.14
10710,401,19,1,2025-01-29 13:40:43,0.0,314.25
14413,766,47,3,2025-01-29 15:40:43,0.0,50.849999999999994
10894,843,21,5,2025-01-30 01:40:43,0.0,1914.1
13263,491,33,3,2025-01-30 03:40:43,0.0,606.03
13668,726,22,5,2025-01-30 04:40:43,0.0,1389.8
13725,499,16,1,2025-01-30 07:40:43,0.0,183.59
14542,189,16,5,2025-01-30 08:40:43,0.0,917.95
13949,670,24,1,2025-01-30 09:40:43,0.0,234.71
13613,310,10,1,2025-01-31 02:40:43,0.0,253.68
10471,73,12,1,2025-01-31 08:40:43,0.0,31.84
10914,48,41,3,2025-01-31 08:40:43,0.1,316.899
11390,825,6,4,2025-01-31 11:40:43,0.0,158.84
11720,472,25,1,2025-01-31 12:40:43,0.0,284.83
13537,209,17,1,2025-01-31 13:40:43,0.0,475.04
12419,283,4,5,2025-01-31 13:40:43,0.0,1826.2
10886,40,12,3,2025-01-31 14:40:43,0.0,95.52
14139,963,34,4,2025-01-31 15:40:43,0.0,1331.88
11405,913,42,5,2025-01-31 15:40:43,0.0,1174.4499999999998
10635,963,13,1,2025-01-31 18:40:43,0.1,192.294
10757,289,38,2,2025-01-31 20:40:43,0.0,418.54
11450,390,13,3,2025-01-31 21:40:43,0.0,640.98
11908,590,45,1,2025-02-01 02:40:43,0.1,103.35600000000001
12623,685,16,3,2025-02-01 09:40:43,0.1,495.693
13784,989,23,1,2025-02-01 14:40:43,0.0,98.35
11086,365,1,3,2025-02-01 15:40:43,0.1,1098.441
10431,745,44,4,2025-02-01 22:40:43,0.3,269.612
11474,643,11,5,2025-02-01 22:40:43,0.3,429.8699999999999
10242,884,48,3,2025-02-02 09:40:43,0.0,1249.1999999999998
14559,524,25,4,2025-02-02 10:40:43,0.1,1025.388
10103,357,13,3,2025-02-02 11:40:43,0.0,640.98
13923,413,47,4,2025-02-02 22:40:43,0.0,67.8
10787,282,40,5,2025-02-02 22:40:43,0.1,1197.18
11293,631,37,2,2025-02-03 00:40:43,0.1,457.452
13599,349,15,1,2025-02-03 02:40:43,0.0,382.93
12259,146,8,3,2025-02-03 04:40:43,0.0,1044.4499999999998
14942,271,41,4,2025-02-03 04:40:43,0.0,469.48
10961,682,24,2,2025-02-03 08:40:43,0.0,469.42
13559,628,5,1,2025-02-03 11:40:43,0.1,246.618
13666,342,40,2,2025-02-03 12:40:43,0.0,532.08
10619,3,33,3,2025-02-03 13:40:43,0.0,606.03
11931,817,38,2,2025-02-03 20:40:43,0.3,292.978
10773,930,29,3,2025-02-04 01:40:43,0.0,1021.29
10556,833,17,5,2025-02-05 02:40:43,0.0,2375.2000000000003
10396,166,9,1,2025-02-05 02:40:43,0.0,466.0
14219,357,23,3,2025-02-05 07:40:43,0.0,295.04999999999995
14136,301,29,5,2025-02-05 17:40:43,0.0,1702.15
14589,768,43,2,2025-02-05 20:40:43,0.2,736.8000000000001
13501,327,35,1,2025-02-05 22:40:43,0.0,63.36
14053,888,37,5,2025-02-06 02:40:43,0.2,1016.56
10191,88,33,3,2025-02-06 06:40:43,0.2,484.824
11534,58,23,2,2025-02-06 07:40:43,0.0,196.7
12923,605,1,1,2025-02-06 08:40:43,0.0,406.83
14982,766,4,2,2025-02-06 13:40:43,0.2,584.384
10953,804,3,3,2025-02-06 14:40:43,0.0,525.9000000000001
14695,911,37,3,2025-02-06 15:40:43,0.0,762.42
10384,204,23,1,2025-02-06 17:40:43,0.0,98.35
12569,601,44,4,2025-02-06 17:40:43,0.3,269.612
12473,332,15,4,2025-02-06 18:40:43,0.0,1531.72
11624,683,22,4,2025-02-06 18:40:43,0.0,1111.84
13688,283,6,5,2025-02-07 00:40:43,0.1,178.69500000000002
12125,248,35,4,2025-02-07 01:40:43,0.0,253.44
11846,30,17,4,2025-02-07 06:40:43,0.3,1330.112
13833,492,32,5,2025-02-07 11:40:43,0.2,1073.36
10875,960,42,5,2025-02-07 16:40:43,0.0,1174.4499999999998
11693,355,40,3,2025-02-07 19:40:43,0.0,798.1200000000001
10469,650,39,1,2025-02-07 22:40:43,0.0,476.98
10194,783,47,4,2025-02-08 02:40:43,0.0,67.8
12680,232,37,2,2025-02-08 10:40:43,0.0,508.28
14302,520,22,3,2025-02-08 12:40:43,0.0,833.8799999999999
14901,758,24,3,2025-02-08 14:40:43,0.0,704.13
13870,485,42,3,2025-02-08 16:40:43,0.1,634.203
13389,748,20,1,2025-02-08 19:40:43,0.0,465.04
13611,392,1,4,2025-02-09 02:40:43,0.0,1627.32
11213,375,34,5,2025-02-09 04:40:43,0.1,1498.3650000000002
14546,336,42,2,2025-02-09 15:40:43,0.0,469.78
12379,493,8,5,2025-02-09 17:40:43,0.2,1392.6000000000001
12811,946,44,5,2025-02-09 22:40:43,0.0,481.45000000000005
10819,73,5,2,2025-02-09 23:40:43,0.0,548.04
10622,754,50,3,2025-02-10 03:40:43,0.0,551.91
11947,785,31,2,2025-02-10 06:40:43,0.0,995.08
11245,8,24,4,2025-02-10 08:40:43,0.0,938.84
14416,893,42,5,2025-02-10 11:40:43,0.0,1174.4499999999998
11487,6,31,2,2025-02-10 19:40:43,0.0,995.08
13366,308,39,3,2025-02-10 22:40:43,0.0,1430.94
11815,963,3,2,2025-02-10 22:40:43,0.0,350.6
11407,106,9,5,2025-02-11 01:40:43,0.0,2330.0
10071,283,13,2,2025-02-11 07:40:43,0.0,427.32
10116,342,41,2,2025-02-11 10:40:43,0.1,211.26600000000002
11844,700,14,1,2025-02-11 11:40:43,0.0,157.94
13880,501,44,2,2025-02-11 15:40:43,0.0,192.58
10411,108,22,1,2025-02-11 15:40:43,0.0,277.96
14085,588,12,5,2025-02-11 15:40:43,0.0,159.2
14592,683,45,1,2025-02-11 18:40:43,0.0,114.84
13516,519,34,2,2025-02-11 19:40:43,0.0,665.94
13494,328,25,5,2025-02-12 01:40:43,0.1,1281.735
12225,663,30,5,2025-02-12 03:40:43,0.0,385.65
11594,649,26,2,2025-02-12 09:40:43,0.0,866.68
10439,65,24,5,2025-02-12 15:40:43,0.0,1173.55
12661,779,13,3,2025-02-12 18:40:43,0.0,640.98
12024,103,43,5,2025-02-12 23:40:43,0.0,2302.5
10585,363,49,1,2025-02-12 23:40:43,0.1,331.86600000000004
12713,116,47,1,2025-02-13 03:40:43,0.2,13.56
12966,123,1,2,2025-02-13 03:40:43,0.0,813.66
10391,208,41,1,2025-02-13 04:40:43,0.1,105.63300000000001
12398,96,47,4,2025-02-13 06:40:43,0.1,61.019999999999996
12060,890,9,5,2025-02-13 06:40:43,0.0,2330.0
13436,542,19,2,2025-02-13 12:40:43,0.2,502.8
10910,482,11,1,2025-02-13 20:40:43,0.0,122.82
10856,534,31,3,2025-02-14 02:40:43,0.0,1492.6200000000001
12258,784,1,2,2025-02-14 02:40:43,0.0,813.66
11745,464,33,5,2025-02-14 04:40:43,0.0,1010.05
10846,542,43,1,2025-02-14 09:40:43,0.0,460.5
11159,562,26,2,2025-02-14 11:40:43,0.0,866.68
13451,273,12,1,2025-02-14 13:40:43,0.0,31.84
12927,172,22,3,2025-02-14 14:40:43,0.0,833.8799999999999
11076,276,25,5,2025-02-14 14:40:43,0.0,1424.1499999999999
14675,247,19,3,2025-02-14 17:40:43,0.0,942.75
13022,985,33,1,2025-02-14 22:40:43,0.0,202.01
12317,384,23,5,2025-02-15 00:40:43,0.0,491.75
10305,840,21,2,2025-02-15 02:40:43,0.2,612.5120000000001
10066,421,12,3,2025-02-15 04:40:43,0.0,95.52
14844,237,22,5,2025-02-15 06:40:43,0.3,972.8599999999999
14361,57,10,1,2025-02-15 10:40:43,0.0,253.68
11479,406,39,4,2025-02-15 11:40:43,0.0,1907.92
13928,663,41,1,2025-02-15 18:40:43,0.0,117.37
11704,447,48,5,2025-02-16 11:40:43,0.0,2082.0
10790,269,13,5,2025-02-16 12:40:43,0.0,1068.3
12772,278,15,4,2025-02-16 12:40:43,0.1,1378.548
14213,19,34,4,2025-02-16 17:40:43,0.0,1331.88
10494,271,36,1,2025-02-16 19:40:43,0.0,321.9
11111,920,27,2,2025-02-16 21:40:43,0.1,442.53
13904,185,48,4,2025-02-16 22:40:43,0.0,1665.6
11143,48,37,3,2025-02-17 11:40:43,0.0,762.42
12863,582,40,3,2025-02-17 13:40:43,0.0,798.1200000000001
14726,151,16,5,2025-02-17 15:40:43,0.0,917.95
14768,358,35,1,2025-02-17 19:40:43,0.1,57.024
11789,948,43,5,2025-02-18 00:40:43,0.0,2302.5
10279,458,3,3,2025-02-18 04:40:43,0.0,525.9000000000001
10341,289,20,2,2025-02-18 07:40:43,0.0,930.08
12007,287,11,3,2025-02-18 10:40:43,0.3,257.92199999999997
10286,514,2,3,2025-02-18 16:40:43,0.0,1422.66
12113,125,19,1,2025-02-18 17:40:43,0.0,314.25
13286,402,19,5,2025-02-18 17:40:43,0.0,1571.25
14018,337,10,5,2025-02-18 19:40:43,0.0,1268.4
13827,179,35,1,2025-02-18 19:40:43,0.0,63.36
13939,573,21,3,2025-02-18 20:40:43,0.0,1148.46
11411,503,7,2,2025-02-18 21:40:43,0.0,696.2
13695,105,24,5,2025-02-18 23:40:43,0.0,1173.55
11879,278,47,1,2025-02-19 07:40:43,0.1,15.254999999999999
13006,614,36,3,2025-02-19 11:40:43,0.0,965.6999999999999
12328,187,41,2,2025-02-19 14:40:43,0.1,211.26600000000002
11882,111,35,4,2025-02-19 17:40:43,0.0,253.44
10692,963,34,3,2025-02-20 04:40:43,0.0,998.9100000000001
13145,845,46,3,2025-02-20 08:40:43,0.0,49.14
11467,422,11,1,2025-02-20 15:40:43,0.0,122.82
10082,290,10,3,2025-02-20 16:40:43,0.0,761.04
13638,503,40,3,2025-02-20 17:40:43,0.0,798.1200000000001
10185,729,15,5,2025-02-20 19:40:43,0.0,1914.65
